category,value
1,0.4967141530112327
1,-0.13826430117118466
1,0.6476885381006925
1,1.5230298564080254
1,-0.23415337472333597
1,-0.23413695694918055
1,1.5792128155073915
1,0.7674347291529088
1,-0.4694743859349521
1,0.5425600435859647
1,-0.46341769281246226
1,-0.46572975357025687
1,0.24196227156603412
1,-1.913280244657798
1,-1.7249178325130328
1,-0.5622875292409727
1,-1.0128311203344238
1,0.3142473325952739
1,-0.9080240755212109
1,-1.4123037013352915
1,1.465648768921554
1,-0.22577630048653566
1,0.06752820468792384
1,-1.4247481862134568
1,-0.5443827245251827
1,0.11092258970986608
1,-1.1509935774223028
1,0.37569801834567196
1,-0.600638689918805
1,-0.2916937497932768
1,-0.6017066122293969
1,1.8522781845089378
1,-0.013497224737933921
1,-1.0577109289559004
1,0.822544912103189
1,-1.2208436499710222
1,0.2088635950047554
1,-1.9596701238797756
1,-1.3281860488984305
1,0.19686123586912352
1,0.7384665799954104
1,0.1713682811899705
1,-0.11564828238824053
1,-0.3011036955892888
1,-1.4785219903674274
1,-0.7198442083947086
1,-0.4606387709597875
1,1.0571222262189157
1,0.3436182895684614
1,-1.763040155362734
1,0.324083969394795
1,-0.38508228041631654
1,-0.6769220003059587
1,0.6116762888408679
1,1.030999522495951
1,0.9312801191161986
1,-0.8392175232226385
1,-0.3092123758512146
1,0.33126343140356396
1,0.9755451271223592
1,-0.47917423784528995
1,-0.18565897666381712
1,-1.1063349740060282
1,-1.1962066240806708
1,0.812525822394198
1,1.356240028570823
1,-0.07201012158033385
1,1.0035328978920242
1,0.36163602504763415
1,-0.6451197546051243
1,0.36139560550841393
1,1.5380365664659692
1,-0.03582603910995154
1,1.5646436558140062
1,-2.6197451040897444
1,0.8219025043752238
1,0.08704706823817122
1,-0.29900735046586746
1,0.0917607765355023
1,-1.9875689146008928
1,-0.21967188783751193
1,0.3571125715117464
1,1.477894044741516
1,-0.5182702182736474
1,-0.8084936028931876
1,-0.5017570435845365
1,0.9154021177020741
1,0.32875110965968446
1,-0.5297602037670388
1,0.5132674331133561
1,0.09707754934804039
1,0.9686449905328892
1,-0.7020530938773524
1,-0.3276621465977682
1,-0.39210815313215763
1,-1.4635149481321186
1,0.29612027706457605
1,0.26105527217988933
1,0.00511345664246089
1,-0.23458713337514692
1,-1.4153707420504142
1,-0.42064532276535904
1,-0.3427145165267695
1,-0.8022772692216189
1,-0.16128571166600914
1,0.4040508568145384
1,1.8861859012105302
1,0.17457781283183896
1,0.25755039072276437
1,-0.07444591576616721
1,-1.9187712152990415
1,-0.026513875449216878
1,0.06023020994102644
1,2.463242112485286
1,-0.19236096478112252
1,0.30154734233361247
1,-0.03471176970524331
1,-1.168678037619532
1,1.1428228145150205
1,0.7519330326867741
1,0.7910319470430469
1,-0.9093874547947389
1,1.4027943109360992
1,-1.4018510627922809
1,0.5868570938002703
1,2.1904556258099785
1,-0.9905363251306883
1,-0.5662977296027719
1,0.09965136508764122
1,-0.5034756541161992
1,-1.5506634310661327
1,0.06856297480602733
1,-1.0623037137261049
1,0.4735924306351816
1,-0.9194242342338032
1,1.5499344050175394
1,-0.7832532923362371
1,-0.3220615162056756
1,0.8135172173696698
1,-1.2308643164339552
1,0.22745993460412942
1,1.307142754282428
1,-1.6074832345612275
1,0.1846338585323042
1,0.25988279424842353
1,0.7818228717773104
1,-1.236950710878082
1,-1.3204566130842763
1,0.5219415656168976
1,0.29698467323318606
1,0.25049285034587654
1,0.3464482094969757
1,-0.6800247215784908
1,0.23225369716100355
1,0.29307247329868125
1,-0.7143514180263678
1,1.8657745111447566
1,0.4738329209117875
