x,y,z,group
0.4967141530112327,-1.4153707420504142,0.3577873603482833,A
-0.13826430117118466,-0.42064532276535904,0.5607845263682344,A
0.6476885381006925,-0.3427145165267695,1.083051243175277,A
1.5230298564080254,-0.8022772692216189,1.053802052034903,A
-0.23415337472333597,-0.16128571166600914,-1.377669367957091,A
-0.23413695694918055,0.4040508568145384,-0.9378250399151228,A
1.5792128155073915,1.8861859012105302,0.5150352672086598,A
0.7674347291529088,0.17457781283183896,0.5137859509122088,A
-0.4694743859349521,0.25755039072276437,0.5150476863060479,A
0.5425600435859647,-0.07444591576616721,3.852731490654721,A
-0.46341769281246226,-1.9187712152990415,0.570890510693167,A
-0.46572975357025687,-0.026513875449216878,1.135565640180599,A
0.24196227156603412,0.06023020994102644,0.9540017634932023,A
-1.913280244657798,2.463242112485286,0.651391251305798,A
-1.7249178325130328,-0.19236096478112252,-0.3152692446403456,A
-0.5622875292409727,0.30154734233361247,0.7589692204932674,A
-1.0128311203344238,-0.03471176970524331,-0.7728252145375718,A
0.3142473325952739,-1.168678037619532,-0.23681860674000887,A
-0.9080240755212109,1.1428228145150205,-0.48536354782910346,A
-1.4123037013352915,0.7519330326867741,0.08187413938632256,A
1.465648768921554,0.7910319470430469,2.3146585666735087,A
-0.22577630048653566,-0.9093874547947389,-1.867265192591748,A
0.06752820468792384,1.4027943109360992,0.6862601903745135,A
-1.4247481862134568,-1.4018510627922809,-1.6127158711896517,A
-0.5443827245251827,0.5868570938002703,-0.47193186578943347,A
0.11092258970986608,2.1904556258099785,1.088950596967366,A
-1.1509935774223028,-0.9905363251306883,0.06428001909546277,A
0.37569801834567196,-0.5662977296027719,-1.0777447779293061,A
-0.600638689918805,0.09965136508764122,-0.7153037092599682,A
-0.2916937497932768,-0.5034756541161992,0.6795977489346758,A
-0.6017066122293969,-1.5506634310661327,-0.7303666317171367,A
1.8522781845089378,0.06856297480602733,0.21645858958197486,A
-0.013497224737933921,-1.0623037137261049,0.045571839903813784,A
-1.0577109289559004,0.4735924306351816,-0.6516003476058171,A
0.822544912103189,-0.9194242342338032,2.1439440893253257,A
-1.2208436499710222,1.5499344050175394,0.6339190223180112,A
0.2088635950047554,-0.7832532923362371,-2.025142586657607,A
-1.9596701238797756,-0.3220615162056756,0.18645431476942764,A
-1.3281860488984305,0.8135172173696698,-0.661786464768388,A
0.19686123586912352,-1.2308643164339552,0.852433334796224,A
0.7384665799954104,0.22745993460412942,-0.7925207384327007,A
0.1713682811899705,1.307142754282428,-0.11473644146689901,A
-0.11564828238824053,-1.6074832345612275,0.5049872789804571,A
-0.3011036955892888,0.1846338585323042,0.8657551941701215,A
-1.4785219903674274,0.25988279424842353,-1.2002964070557762,A
-0.7198442083947086,0.7818228717773104,-0.3345012358409484,A
-0.4606387709597875,-1.236950710878082,-0.4749453111609562,A
1.0571222262189157,-1.3204566130842763,-0.6533292325737119,A
0.3436182895684614,0.5219415656168976,1.7654542402810969,A
-1.763040155362734,0.29698467323318606,0.40498171096095553,A
0.324083969394795,0.25049285034587654,-1.2608839543350452,A
-0.38508228041631654,0.3464482094969757,0.9178619470547761,A
-0.6769220003059587,-0.6800247215784908,2.1221561970126332,A
0.6116762888408679,0.23225369716100355,1.0324652605511468,A
1.030999522495951,0.29307247329868125,-1.5193699659540134,A
0.9312801191161986,-0.7143514180263678,-0.48423407286625136,A
-0.8392175232226385,1.8657745111447566,1.2669111491866227,A
-0.3092123758512146,0.4738329209117875,-0.7076694656187807,A
0.33126343140356396,-1.1913034972026486,0.44381942814622843,A
0.9755451271223592,0.6565536086338297,0.7746340534293368,A
-0.47917423784528995,-0.9746816702273214,-0.926930471578083,A
-0.18565897666381712,0.787084603742452,-0.05952535606180008,A
-1.1063349740060282,1.158595579007404,-3.2412673400690726,A
-1.1962066240806708,-0.8206823183517105,-1.0243876413342898,A
0.812525822394198,0.9633761292443218,-0.2525681513931603,A
1.356240028570823,0.4127809269364983,-1.2477831819648495,A
-0.07201012158033385,0.82206015999449,1.6324113039316352,A
1.0035328978920242,1.8967929826539474,-1.4301413779606327,A
0.36163602504763415,-0.2453881160028705,-0.44004448669698376,A
-0.6451197546051243,-0.7537361643574896,0.13074057728609134,A
0.36139560550841393,-0.8895144296255233,1.4412732890661155,A
1.5380365664659692,-0.8158102849654383,-1.4358621511794394,A
-0.03582603910995154,-0.0771017094141042,1.1631637521549596,A
1.5646436558140062,0.3411519748166439,0.010233061019587049,A
-2.6197451040897444,0.27669079933001905,-0.9815086510479509,A
0.8219025043752238,0.8271832490360238,0.46210347426327075,A
0.08704706823817122,0.01300189187790702,0.19905969557347003,A
-0.29900735046586746,1.4535340771573169,-0.6002168771587947,A
0.0917607765355023,-0.2646568332379561,0.06980208499001891,A
-1.9875689146008928,2.720169166589619,-0.3853135968617602,A
-0.21967188783751193,0.6256673477650062,0.11351734525124804,A
0.3571125715117464,-0.8571575564162826,0.6621306745210467,A
1.477894044741516,-1.0708924980611123,1.586016816145352,A
-0.5182702182736474,0.4824724152431853,-1.237815498826849,A
-0.8084936028931876,-0.2234627853258509,2.1330333746562666,A
-0.5017570435845365,0.714000494092092,-1.9520877995225019,A
0.9154021177020741,0.47323762457354485,-0.15178509503558332,A
0.32875110965968446,-0.07282891265687277,0.5883172064845765,A
-0.5297602037670388,-0.846793718068405,0.28099186773503265,A
0.5132674331133561,-1.5148472246858646,-0.6226995198205938,A
0.09707754934804039,-0.4465149520670211,-0.20812225035727522,A
0.9686449905328892,0.8563987943234723,-0.4930009346588328,A
-0.7020530938773524,0.21409374413020396,-0.5893647569442115,A
-0.3276621465977682,-1.245738778711988,0.8496020970210246,A
-0.39210815313215763,0.173180925851182,0.35701548596504734,A
-1.4635149481321186,0.3853173797288368,-0.6929095952606542,A
0.29612027706457605,-0.883857436201133,0.8995998754332507,A
0.26105527217988933,0.1537251059455279,0.30729952087660933,A
0.00511345664246089,0.058208718445999896,0.8128621188389601,A
-0.23458713337514692,-1.142970297830623,0.6296288419236122,A
1.7565074836168915,0.6083585118084494,4.3892663212974625,B
2.1597284397045455,2.1009374655693405,5.864124960705196,B
4.120940407684893,3.0078655495772746,0.9021486392712883,B
3.915555398150197,3.070470890647113,3.844453855035856,B
2.968647609053778,2.3249017927811346,2.0240361463172594,B
3.175991074963173,3.934274898521248,2.269311924352956,B
4.916497343682638,1.3985693559261083,2.111409113641696,B
2.112642916746255,2.78643077246806,1.704013845480276,B
3.820646071755057,3.1804434475678485,3.0727824419172407,B
2.696711021349159,3.7716582510881236,1.7535748253834433,B
2.6734781951591695,4.067422317133335,3.4056852386697583,B
4.648165277980786,1.3130368622431963,2.9246428358262944,B
4.238124523482044,0.6988287438965664,2.6415779297003854,B
4.220264454000958,4.916515232847764,1.6386545069376033,B
4.958218210731493,3.4984710179693876,2.134843004147501,B
3.0315057624491386,1.8772701951651696,4.133086838738635,B
4.022929456942446,5.326727963283784,3.751375781436571,B
2.534599865109816,3.1735119514392878,1.5336671328021734,B
3.486249528732663,4.768945776095739,3.1489984581438386,B
2.804785418448473,3.1012777221151633,4.127080685057684,B
3.1454939474890775,6.091121887322981,0.49589207831794235,B
3.8927355381553705,5.633011263664807,3.815040288569903,B
1.7726689751497913,2.62655377728139,2.00606436158123,B
6.13858091352819,4.457356426431533,3.855898002889739,B
1.490973927750447,3.9680639243777214,1.8551112651862247,B
1.1787170808184018,5.052947336298523,0.29267684900322166,B
4.737166310250101,1.5526148091298433,0.558686343175256,B
4.187494040944404,4.029077189997659,3.072127419992073,B
3.9361797255782327,4.587636730274381,3.3895837525822228,B
